DateOfMatch,Penalty1,Penalty2,Penalty3,Penalty4,Penalty5,Penalty6,Penalty7,Penalty8,MatchID,PenaltiesID
03/01/2009,Lee Thomas,Lee Thomas, , , , , , ,2523,3888
03/08/2009,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , ,2524,3889
04/04/2009,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , ,2528,3890
31/01/2009,Charlie Hodgson,Charlie Hodgson, , , , , , ,2520,3894
14/02/2009,Charlie Hodgson, , , , , , , ,2521,3895
20/02/2009,Charlie Hodgson,Charlie Hodgson, , , , , , ,2522,3896
01/03/2009,Lee Thomas,Lee Thomas, , , , , , ,2523,3897
08/03/2009,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , ,2524,3898
14/03/2009, , , , , , , , ,2525,3899
22/03/2009,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , ,2526,3900
27/03/2009,Charlie Hodgson,Charlie Hodgson, , , , , , ,2527,3901
17/04/2009,Charlie Hodgson, , , , , , , ,2529,3903
25/04/2009, , , , , , , , ,2530,3904
24/08/1997, , , , , , , , ,2531,3905
30/08/1997,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth, , , , ,2532,3906
18/10/1997,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth, , , , ,2533,3907
25/10/1997,Shane Howarth,Shane Howarth, , , , , , ,2534,3908
02/11/1997,Shane Howarth,Shane Howarth,Shane Howarth, , , , , ,2535,3909
09/11/1997, , , , , , , , ,2536,3910
13/12/1997,Shane Howarth, , , , , , , ,2537,3911
27/12/1997,Shane Howarth,Shane Howarth, , , , , , ,2538,3912
30/12/1997,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth, , , , ,2539,3913
10/01/1998, , , , , , , , ,2540,3914
01/02/1998,Simon Mannix,Simon Mannix,Simon Mannix,Simon Mannix, , , , ,2541,3915
15/02/1998,Shane Howarth,Simon Mannix,Simon Mannix, , , , , ,2542,3916
24/02/1998,Simon Mannix,Simon Mannix, , , , , , ,2543,3917
10/03/1998,Shane Howarth,Shane Howarth, , , , , , ,2544,3918
14/03/1998,Shane Howarth,Shane Howarth, , , , , , ,2545,3919
11/04/1998,Shane Howarth,Shane Howarth, , , , , , ,2546,3920
15/04/1998,Shane Howarth,Shane Howarth, , , , , , ,2547,3921
18/04/1998, , , , , , , , ,2548,3922
25/04/1998,Shane Howarth, , , , , , , ,2549,3923
02/05/1998, , , , , , , , ,2550,3924
10/05/1998,Shane Howarth,Shane Howarth,Shane Howarth, , , , , ,2551,3925
17/05/1998,Shane Howarth, , , , , , , ,2552,3926
05/09/1998,Shane Howarth, , , , , , , ,2553,3927
12/09/1998,Shane Howarth,Shane Howarth, , , , , , ,2554,3928
20/09/1998, , , , , , , , ,2555,3929
26/09/1998,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth, , ,2556,3930
03/10/1998,Shane Howarth, , , , , , , ,2557,3931
17/10/1998,Shane Howarth, , , , , , , ,2558,3932
24/10/1998,Shane Howarth, , , , , , , ,2559,3933
28/10/1998,Shane Howarth, , , , , , , ,2560,3934
07/11/1998,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth, , , , ,2561,3935
13/11/1998,Steve Davidson,Steve Davidson, , , , , , ,2562,3936
22/11/1998, , , , , , , , ,2563,3937
12/12/1998, , , , , , , , ,2564,3938
20/12/1998,Shane Howarth, , , , , , , ,2565,3939
27/12/1998,Shane Howarth, , , , , , , ,2566,3940
02/01/1999, , , , , , , , ,2567,3941
05/01/1999,Shane Howarth,Shane Howarth, , , , , , ,2568,3942
09/01/1999, , , , , , , , ,2569,3943
23/01/1999,Shane Howarth, , , , , , , ,2570,3944
06/02/1999, , , , , , , , ,2571,3945
14/02/1999, , , , , , , , ,2572,3946
27/02/1999,Shane Howarth,Shane Howarth, , , , , , ,2573,3947
13/03/1999,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth, , , ,2574,3948
28/03/1999,Shane Howarth,Shane Howarth,Shane Howarth,Shane Howarth, , , , ,2575,3949
03/04/1999,Shane Howarth,Shane Howarth, , , , , , ,2576,3950
24/04/1999, , , , , , , , ,2577,3951
01/05/1999,Shane Howarth, , , , , , , ,2578,3952
08/05/1999,Shane Howarth, , , , , , , ,2579,3953
05/09/2020,Faf de Klerk,AJ MacGinty,AJ MacGinty, , , , , ,NULL,3954
09/09/2020,Rob du Preez, , , , , , , ,NULL,3955
13/09/2020,AJ Macginty, , , , , , , ,NULL,3956
29/09/2020, , , , , , , , ,NULL,3957
07/10/2020, , , , , , , , ,NULL,3958
11/09/1999,Steve Davidson,Steve Davidson,Steve Davidson, , , , , ,NULL,3959
25/09/1999,Steve Davidson, , , , , , , ,NULL,3960
02/10/1999,Steve Davidson,Steve Davidson,Steve Davidson, , , , , ,NULL,3961
10/10/1999,Joe Shaw, , , , , , , ,NULL,3962
17/10/1999,Steve Davidson,Steve Davidson,Steve Davidson, , , , , ,NULL,3963
29/10/1999, , , , , , , , ,NULL,3964
05/11/1999,Steve Davidson,Steve Davidson,Steve Davidson, , , , , ,NULL,3965
13/11/1999,Steve Davidson, , , , , , , ,NULL,3966
04/12/1999,Nicky Little, , , , , , , ,NULL,3967
26/12/1999,Nicky Little,Nicky Little,Nicky Little,Nicky Little, , , , ,NULL,3968
29/12/1999,Nicky Little,Nicky Little, , , , , , ,NULL,3969
23/01/2000,Nicky Little, , , , , , , ,NULL,3970
12/02/2000,Nicky Little,Nicky Little, , , , , , ,NULL,3971
08/03/2000,Nicky Little,Nicky Little, , , , , , ,NULL,3972
12/03/2000, , , , , , , , ,NULL,3973
25/03/2000, , , , , , , , ,NULL,3974
08/04/2000,Nicky Little,Nicky Little,Nicky Little,Nicky Little, , , , ,NULL,3975
15/04/2000,Nicky Little,Nicky Little, , , , , , ,NULL,3976
22/04/2000,Nicky Little, , , , , , , ,NULL,3977
30/04/2000, , , , , , , , ,NULL,3978
06/05/2000,Nicky Little,Nicky Little,Nicky Little, , , , , ,NULL,3979
14/05/2000,Paul Knight,Joe Shaw,Paul Knight,Joe Shaw, , , , ,NULL,3980
09/02/2002,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , ,NULL,4003
23/02/2002, , , , , , , , ,NULL,4004
09/03/2002,Vaughan Going,Vaughan Going,Vaughan Going, , , , , ,NULL,4005
16/03/2002,Charlie Hodgson, , , , , , , ,NULL,4006
31/03/2002, , , , , , , , ,NULL,4007
13/04/2002,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , ,NULL,4008
19/04/2002,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4009
05/05/2002,Charlie Hodgson, , , , , , , ,NULL,4010
08/05/2002,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4011
12/05/2002, , , , , , , , ,NULL,4012
30/08/2002,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , ,NULL,4013
07/09/2002,Charlie Hodgson, , , , , , , ,NULL,4014
13/09/2002,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , ,NULL,4015
20/09/2002,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , ,NULL,4016
27/09/2002,Charlie Hodgson, , , , , , , ,NULL,4017
05/10/2002,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4018
27/10/2002,Nick Walshe,Nick Walshe, , , , , , ,NULL,4019
01/11/2002,Nick Walshe,Nick Walshe, , , , , , ,NULL,4020
10/11/2002,Nick Walshe,Nick Walshe, , , , , , ,NULL,4021
15/11/2002,Nick Walshe,Nick Walshe, , , , , , ,NULL,4022
24/11/2002,Nick Walshe,Nick Walshe, , , , , , ,NULL,4023
29/11/2002,Jos Baxendell,Jos Baxendell, , , , , , ,NULL,4024
29/12/2002,Charlie Hodgson,Charlie Hodgson, , , , , , ,NULL,4025
03/01/2003,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4026
02/02/2003,Charlie Hodgson,Charlie Hodgson, , , , , , ,NULL,4027
08/02/2003,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , ,NULL,4028
15/03/2003,Jos Baxendell, , , , , , , ,NULL,4029
06/04/2003,Jos Baxendell,Jos Baxendell, , , , , , ,NULL,4030
18/04/2003,Jos Baxendell,Jos Baxendell, , , , , , ,NULL,4031
26/04/2003,Jos Baxendell, , , , , , , ,NULL,4032
03/05/2003,Jos Baxendell,Jos Baxendell,Jos Baxendell, , , , , ,NULL,4033
10/05/2003, , , , , , , , ,NULL,4034
12/09/2003,Jos Baxendell,Jos Baxendell, , , , , , ,NULL,4035
21/09/2003,Jos Baxendell, , , , , , , ,NULL,4036
26/09/2003,Braam van Straaten,Braam van Straaten,Braam van Straaten, , , , , ,NULL,4037
04/10/2003,Braam van Straaten,Braam van Straaten,Braam van Straaten,Braam van Straaten,Braam van Straaten, , , ,NULL,4038
10/10/2003,Braam van Straaten,Braam van Straaten,Braam van Straaten,Braam van Straaten,Braam van Straaten, , , ,NULL,4039
17/10/2003,Braam van Straaten,Braam van Straaten,Braam van Straaten, , , , , ,NULL,4040
25/10/2003,Braam van Straaten,Braam van Straaten,Braam van Straaten, , , , , ,NULL,4041
31/10/2003,Braam van Straaten,Braam van Straaten,Braam van Straaten,Braam van Straaten, , , , ,NULL,4042
08/11/2003,Braam van Straaten,Braam van Straaten, , , , , , ,NULL,4043
21/11/2003,Braam van Straaten,Braam van Straaten,Braam van Straaten,Braam van Straaten, , , , ,NULL,4044
30/11/2003,Braam van Straaten, , , , , , , ,NULL,4045
19/12/2003,Braam van Straaten,Braam van Straaten, , , , , , ,NULL,4046
27/12/2003,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4047
04/01/2004,Charlie Hodgson, , , , , , , ,NULL,4048
06/02/2004,Mike Hercus, , , , , , , ,NULL,4049
14/02/2004, , , , , , , , ,NULL,4050
21/02/2004, , , , , , , , ,NULL,4051
26/03/2004,Mike Hercus, , , , , , , ,NULL,4052
03/04/2004, , , , , , , , ,NULL,4053
23/04/2004,Charlie Hodgson, , , , , , , ,NULL,4054
02/05/2004,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4055
08/05/2004,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4056
05/09/2004,Charlie Hodgson,Charlie Hodgson, , , , , , ,NULL,4057
11/09/2004,Charlie Hodgson,Charlie Hodgson, , , , , , ,NULL,4058
17/09/2004,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , ,NULL,4059
24/09/2004,Charlie Hodgson, , , , , , , ,NULL,4060
03/10/2004,Charlie Hodgson,Charlie Hodgson, , , , , , ,NULL,4061
08/10/2004,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4062
16/10/2004,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4063
05/11/2004,Charlie Hodgson,Charlie Hodgson, , , , , , ,NULL,4064
13/11/2004,Mike Hercus,Mike Hercus, , , , , , ,NULL,4065
19/11/2004,Byron Hayward,Byron Hayward, , , , , , ,NULL,4066
26/11/2004,Byron Hayward,Byron Hayward,Byron Hayward, , , , , ,NULL,4067
27/12/2004, , , , , , , , ,NULL,4068
02/01/2005,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , ,NULL,4069
29/01/2005,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4070
06/02/2005,Mike Hercus,Mike Hercus, , , , , , ,NULL,4071
18/02/2005,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4072
25/02/2005,Mike Hercus, , , , , , , ,NULL,4073
13/03/2005,Mike Hercus,Mike Hercus,Mike Hercus,Mike Hercus, , , , ,NULL,4074
25/03/2005,Mike Hercus,Mike Hercus, , , , , , ,NULL,4075
09/04/2005,Mike Hercus, , , , , , , ,NULL,4076
15/04/2005,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4077
30/04/2005,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4078
07/05/2005,Charlie Hodgson, , , , , , , ,NULL,4079
03/09/2006,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4080
09/09/2006,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , ,NULL,4081
15/09/2006,Charlie Hodgson,Charlie Hodgson, , , , , , ,NULL,4082
22/09/2006,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , ,NULL,4083
15/10/2006,Charlie Hodgson, , , , , , , ,NULL,4084
03/11/2006,Daniel Larrechea,Daniel Larrechea,Daniel Larrechea,Daniel Larrechea,Lee Thomas, , , ,NULL,4085
10/11/2006,Daniel Larrechea,Daniel Larrechea, , , , , , ,NULL,4086
17/11/2006,Daniel Larrechea,Daniel Larrechea,Daniel Larrechea,Daniel Larrechea,Daniel Larrechea,Lee Thomas, , ,NULL,4087
24/11/2006,Daniel Larrechea,Daniel Larrechea,Daniel Larrechea, , , , , ,NULL,4088
22/12/2006,Lee Thomas,Lee Thomas,Lee Thomas, , , , , ,NULL,4089
26/12/2006,Lee Thomas, , , , , , , ,NULL,4090
01/01/2007,Daniel Larrechea,Daniel Larrechea, , , , , , ,NULL,4091
06/01/2007,Richard Wigglesworth, , , , , , , ,NULL,4092
27/01/2007,Geraint Rhys Jones, , , , , , , ,NULL,4093
18/02/2007,Geraint Rhys Jones,Geraint Rhys Jones, , , , , , ,NULL,4094
23/02/2007,Lee Thomas,Lee Thomas,Lee Thomas, , , , , ,NULL,4095
04/03/2007,Lee Thomas,Lee Thomas,Geraint Rhys Jones, , , , , ,NULL,4096
09/03/2007,Daniel Larrechea,Daniel Larrechea,Daniel Larrechea, , , , , ,NULL,4097
17/03/2007,Daniel Larrechea,Lee Thomas, , , , , , ,NULL,4098
06/04/2007,Lee Thomas,Lee Thomas,Lee Thomas,Lee Thomas, , , , ,NULL,4099
13/04/2007,Lee Thomas,Lee Thomas, , , , , , ,NULL,4100
28/04/2007, , , , , , , , ,NULL,4101
16/09/2007, , , , , , , , ,NULL,4102
23/09/2007,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4103
29/09/2007,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4104
05/10/2007,Charlie Hodgson, , , , , , , ,NULL,4105
13/10/2007, , , , , , , , ,NULL,4106
19/10/2007,Charlie Hodgson,Charlie Hodgson, , , , , , ,NULL,4107
23/11/2007,Charlie Hodgson,Luke McAlister,Luke McAlister,Luke McAlister, , , , ,NULL,4108
23/12/2007,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Luke McAlister, , , , ,NULL,4109
30/12/2007, , , , , , , , ,NULL,4110
06/01/2008,Luke McAlister,Luke McAlister,Luke McAlister,Luke McAlister, , , , ,NULL,4111
25/01/2008,Charlie Hodgson,Luke McAlister, , , , , , ,NULL,4112
15/02/2008,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , ,NULL,4113
23/02/2008,Luke McAlister,Luke McAlister, , , , , , ,NULL,4114
29/02/2008,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , ,NULL,4115
09/03/2008,Luke McAlister,Luke McAlister, , , , , , ,NULL,4116
14/03/2008,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , ,NULL,4117
28/03/2008,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , ,NULL,4118
11/04/2008, , , , , , , , ,NULL,4119
15/04/2008,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , ,NULL,4120
20/04/2008,Charlie Hodgson, , , , , , , ,NULL,4121
04/05/2008,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4122
10/05/2008, , , , , , , , ,NULL,4123
26/10/2007, , , , , , , , ,NULL,4124
02/11/2007, , , , , , , , ,NULL,4125
30/11/2007, , , , , , , , ,NULL,4126
02/09/2001,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4127
08/09/2001,Charlie Hodgson,Charlie Hodgson, , , , , , ,NULL,4128
16/09/2001,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , ,NULL,4129
22/09/2001,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4130
13/10/2001,Charlie Hodgson, , , , , , , ,NULL,4131
20/10/2001,Charlie Hodgson,Charlie Hodgson, , , , , , ,NULL,4132
11/11/2001,Charlie Hodgson, , , , , , , ,NULL,4133
17/11/2001,Vaughan Going, , , , , , , ,NULL,4134
25/11/2001,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4135
01/12/2001,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , , ,NULL,4136
08/12/2001,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson,Charlie Hodgson, , , , ,NULL,4137
27/12/2001,Charlie Hodgson, , , , , , , ,NULL,4138
NULL, , , , , , , , ,NULL,4139
20/11/2020,Rob Du Preez,AJ MacGinty, , , , , , ,NULL,4140
27/11/2020,AJ MacGinty, , , , , , , ,NULL,4141
06/12/2020,AJ MacGinty,AJ MacGinty,AJ MacGinty, , , , , ,NULL,4142
12/12/2020,Rob Du Preez, , , , , , , ,NULL,4143
19/12/2020,AJ MacGinty,AJ MacGinty,AJ MacGinty, , , , , ,NULL,4144
27/12/2020,AJ MacGinty,AJ MacGinty,AJ MacGinty, , , , , ,NULL,4145
02/01/2021,AJ MacGinty,AJ MacGinty,AJ MacGinty,AJ MacGinty,AJ MacGinty, , , ,NULL,4146
NULL, , , , , , , , ,NULL,4147
NULL, , , , , , , , ,NULL,4148
NULL, , , , , , , , ,NULL,4149
NULL, , , , , , , , ,NULL,4150
NULL, , , , , , , , ,NULL,4151
20/11/2020,Rob Du Preez,AJ MacGinty, , , , , , ,NULL,4152
27/11/2020,AJ MacGinty, , , , , , , ,NULL,4153
06/12/2020,AJ MacGinty,AJ MacGinty,AJ MacGinty, , , , , ,NULL,4154
12/12/2020,Rob Du Preez, , , , , , , ,NULL,4155
19/12/2020,AJ MacGinty,AJ MacGinty,AJ MacGinty, , , , , ,NULL,4156
27/12/2020,AJ MacGinty,AJ MacGinty,AJ MacGinty, , , , , ,NULL,4157
02/01/2021,AJ MacGinty,AJ MacGinty,AJ MacGinty,AJ MacGinty,AJ MacGinty, , , ,NULL,4158
NULL, , , , , , , , ,NULL,4159
NULL, , , , , , , , ,NULL,4160
NULL, , , , , , , , ,NULL,4161
NULL, , , , , , , , ,NULL,4162
NULL, , , , , , , , ,NULL,4163
08/01/2021,AJ MacGinty,AJ MacGinty, , , , , , ,NULL,4164
29/01/2021,AJ MacGinty,AJ MacGinty, , , , , , ,NULL,4165
05/02/2021,AJ MacGinty,AJ MacGinty,AJ MacGinty,AJ MacGinty,AJ MacGinty, , , ,NULL,4166
12/02/2021,Rob du Preez,AJ MacGinty, , , , , , ,NULL,4167
20/02/2021, , , , , , , , ,NULL,4168
26/02/2021,AJ MacGinty,AJ MacGinty, , , , , , ,NULL,4169
05/03/2021,Rob du Preez,AJ MacGinty,AJ MacGinty,AJ MacGinty, , , , ,NULL,4170
13/03/2021, , , , , , , , ,NULL,4171
21/03/2021,AJ MacGinty, , , , , , , ,NULL,4172
27/03/2021,Rob du Preez,Rob du Preez, , , , , , ,NULL,4173
04/04/2021,AJ MacGinty,AJ MacGinty,AJ MacGinty,AJ MacGinty, , , , ,NULL,4174
